Kilde,content,tokens
NRGI ERFAblade," © NRGI  22 Indvendige forsatsvægge i kælder  Dato:  28-01-2022  
Revision:  
    
I Sikkerhedsstyrelsens  vejledning nr. 7 ”Hvad skal som udgangspunkt ikke registreres i en tilstandsrapport” står der 
at vi ikke skal registrere forsatsvægge i kælderen, hvis kælderen er tør og der ikke kan måles fugt i gulve eller vægge.  
Der står også, at det fortsat skal anfø res i tilstandsrapporten, hvis der er tale om en aktuel skade eller et forhold, 
som medfører nærliggende risiko for skader.  
Det skal derfor fortsat vurderes om der er skader eller risiko forbundet med forholdet.  
NRGI -konklusion : 
Når der er indvendige fors atsvægge i kælderen, SKAL  det anføres i materialeskemaet, at kælderydervægge er 
isoleret og beklædt indvendigt.  
Det SKAL  registreres som en skade i tilstandsrapporten, hvis der kan måles forhøjet fugt nogen steder i kælderen. 
Der skal ikke bare måles i fo rsatsvæggen, men i gulve, i bund af kælderskillevægge, evt. i rum hvor der ikke er 
forsatsvægge eller andre steder, hvor der kan formodes at være forhøjet fugt.  
Hvis der nogen steder kan måles forhøjet fugt registreres skaden i tilstandsrapporten.  
Da vi ikke kan afvise, at der allerede er opstået skade i forbindelse med forholdet, det kan være forhøjet fugt eller 
skimmeldannelse bag pladebeklædningen (hvor vi ikke kan se - eller måle det), skal skaden karakteriseres som en 
RØD  skade.  
Herunder billeder af f orsatsvægge, hvor gipsplader er tørre og uden tegn på skader. Men længere inde i 
konstruktionen er der opstået skader som opfugtning og skimmeldannelse.  
  
 
",550
NRGI ERFAblade," © NRGI  23 VÅDRUM (BADEVÆRELSE, TOILET OG BRYGGERS)    
    
 
  ",31
NRGI ERFAblade," © NRGI  24 Klinker eller fliser med mangelfuld vedhæftning til underlaget i vådrum  Dato:  20-01-2022  
Revision:  
    
Ved vores fælles erfa rings dag i november  2021 , blev der stillet spørgsmål til karakterisering af klinker/fliser med 
mangelfuld vedhæftning til underlaget i vådrum.  
 
Derudover har vi modtaget skrivebordskontroller, hvor Sikkerhedsstyrelsen påpeger, at man ikke kan give 
klinker/fliser med mangelfuld v edhæftning til underlaget, i det vandbelastede område, en GUL skade - heller 
ikke, hvis der er udført vådrumsmembran.  
 
Herunder er der et udsnit fra  Sikkerhedsstyrelsens vejledning nr. 2  ”Skade og vurdering ”, hvori det beskrives, 
hvordan de pågældende skade r skal karakteriseres.  
 
Mindre alvorlige skader – GRÅ  
• Mindre områder i vådrum, hvor fliserne mangler vedhæftning til underlaget, forudsat at området er 
uden direkte vandbelastning.  
• Enkelte fliser i det vandbelastede område af vådrummet, hvor vedhæftningen  af den enkelte flise kun 
udgør ca. 75 -80 %.  
Alvorlige skader – GUL  
• Fliser med markant mangelfuld vedhæftning til underlaget i områder uden direkte vandbelastning.  
Kritiske skader - RØD  
• Fliser med markant mangelfuld vedhæftning til underlaget i områder med direkte vandbelastning.  
NRGI -konklusion  
Det kan være svært at vurd ere procentdelen af den manglende vedhæftning på en enkelt klinke/flise, hvorfor 
klinker/fliser med mangelfuld vedhæftning til underlaget, i det vandbelastede område, gives skadeskarakteren 
RØD . Husk når der er badekar, spabad eller lignende er hele gulvet , i badeværelset, vandbelastet samt fliser 
omkring badekar/spabad.  
 
  
",584
NRGI ERFAblade," © NRGI  25 Gulvafløb  Dato:  20-01-2022  
Revision:  
    
Det præciseres hermed, at alle gulvafløb skal besigtiges. Såfremt  der er skader forbundet med gulvafløb skal 
det fremgå af skadesoversigten.  
 
NRGI  standardtekster skal i videst muligt omfang bruges til at beskrive skaden. Dog er der flere eksempler på, at 
opmærksomheden skal skærpes og skaden skal beskrives nærmer e, især på gulvafløb uden for det 
vandbelastede område. Her er det ikke altid nok at br uge vores standardtekster og give skaden GRÅ .  
 
Herunder eksempler på, hvor der kræves øget opmærksomhed og hvor skaden afviger fra det vi normalt 
oplever.  
 
Eksempel 1: Herunder et eksempel, hvor billedet er fra et gulvafløb uden  for det vandbelastede områ de. I dette 
tilfælde var der en bruseniche med et lille firkantet afløb, der var ført til det gulvafløb, der ses på billedet som 
var uden for det vandbelastede område. Her er det ikke nok at bruge vores standardtekst og give skaden GRÅ . 
Skaden skulle være beskrevet og karakteriseret som herunder:  
 
 SKADE - RØD : 
Der er monteret forhøjelsesrammer under rist. Under 
forhøjelsesrammer er der afstand og synlig betonkant. 
Længere nede i konstruktionen ses den oprindelige 
afløbsrist (gulvkonstruktionen er blevet h ævet).  
 
RISIKO:  
Det vurderes, at der er risiko for utætheder og indtrængning 
af vand til gulvkonstruktion, som kan forårsage tæring på 
rør- og gulvvarmeanlæg, samt de tilstødende 
konstruktioner.  
 
BEMÆRKNING:  
Afløb fra bruseniche og håndvask er ført til næ rværende 
gulvafløb.  
 
Eksempel 2: Vær også opmærksom på linjeafløb og hjørneafløb, hvor der også kan være skader/utætheder. 
Skaderne ses ofte modsat de vægge afløbet er placeret op ad.  
 
 SKADE - RØD : 
Der er utætheder i linjeafløbets samling mellem flange og 
ramme. Forholdet er konstateret i det vandbelastede 
område.  
 
RISIKO:  
Det vurderes, at der er risiko for indtrængning af vand til 
gulvkonstruktion, som kan forårsage tæring på rør - og 
gulvvarmeanlæg, samt de tilstødende konstruktioner.  
 
BEMÆRKNING : 
 
 
 
 
",770
NRGI ERFAblade," © NRGI  26  
Ofte er vi i et bryggers, vaskerum, teknikrum eller lignende, hvor vi antager der er et gulvafløb, men ikke kan 
finde det. Her anbefales det , at der oprettes en undtagelse. Undtagelsen kunne formuleres  som følgende.  
 
Placering – Bryggers.  
Eventuel t gulvafløb i bryggers er ikke besigtiget, da det ikke var tilgængeligt/kunne lokaliseres ved 
besigtigelsen.  
 
Herunder nogle gode illustrationer vedr. gulvafløb. Illustrationerne stammer fra BYG -ERFA blad (50) 101130  
 
 
 
 
  
",175
NRGI ERFAblade," © NRGI  27 Renovering af gulvafløb  Dato:  10-02-2022  
Revision:  
    
Vi oplever nogle gange, at vores kunder har fået renoveret deres gulvafløb, med synlig betonkant, med en 
indvendig emaljering. Der kan i nogle tilfælde opstå tvivl om, hvorledes vi skal beskrive og karakterisere et 
sådan forhold.  
 
Gulvafløbene kan efter renoveringen se ud som på billederne herunder:  
 
  
 
NRGI -konklusion : 
Dette er ikke en godkendt løsning i Danmark og vi skal derfor karakterisere de pågældende gulvafløb som vi 
ville karakterisere gulvafløb med fri betonkant, se eksempler herunder.  
 
I det vandbelastede område:  
SKADE – RØD : 
Gulvafløb i det vandbelastede område er renoveret indvendigt med emaljering eller lignende.  
RISIKO:  
Det vurderes, at der er risiko for utætheder og indtrængning af vand til gulvkonstruktion, som kan forå rsage 
tæring på rør - og gulvvarmeanlæg, samt de tilstødende konstruktioner.  
 
BEMÆRKNING:  
Metoden er ikke en godkendt løsning i Danmark.  
 
Uden for det vandbelastede område:  
SKADE – GRÅ : 
Gulvafløb uden for det vandbelastede område er renoveret indvendigt med emaljering eller lignende.  
RISIKO:  
 
BEMÆRKNING:  
Metoden er ikke en godkendt løsning i Danmark. Men det  vurderes, at der ikke er nærliggende risiko for 
fugtindtrængning i tilstødende b ygningsdele  pga. gulvafløbet s placer ing. 
 
 
 
",511
NRGI ERFAblade," © NRGI  28 GULVKONSTRUKTION OG GULVE    
    
 
 
  ",20
NRGI ERFAblade," © NRGI  29 INDERVÆGGE/SKILLEVÆGGE    
    
 
  ",24
NRGI ERFAblade," © NRGI  30 Indvendige forsatsvægge  Dato:  28-01-2022  
Revision:  
    
Det er ikke kun ved forsatsvægge i kælder vi skal være opmærksomme. Når vi konstaterer forsatsvægge over 
kælderplan, skal vi have skærpet opmærksomhed, især ved ældre bygninger med eksempelvis massivt 
murværk, bindingsværk, muret sokkel/fundament og lignen de.  
 
Billederne herunder er fra en bygning med muret fundament/sokkel, der er massive ydervægge og indvendigt 
er bygningen renoveret med forsatsvægge.  
 
   
 
Selvom vi ikke kan måle forhøjet fugt ved indvendige forsatsvægge, er der, i tilfælde som dette,  mange andre 
faresignaler vi skal have skærpet opmærksomhed omkring.  
 
Eksempelvis:  
1. Muret fundament/sokkel = mangelfuld eller ingen sikring mod opstigende grundfugt.  
2. Misfarvninger af tegl mod terræn = muligvis pga. opstigende grundfugt.  
3. Massivt murværk = f ugt kan ledes fra formur/yderside til bagmur/inderside.  
4. Revner i murværk samt udfaldene og porøse fuger = Regnskærm er med utætheder.  
5. Dugpunkt/kondensdannelse.  
 
Når der, som i dette tilfælde, monteres en forsatsvæg på indvendig side, kan evt. fugt ikke ventileres bort og 
der er derved risiko forbundet med forholdet.    
 
NRGI -konklusion : 
Når der er indvendige forsatsvægge, SKAL  det anføres i materialeskemaet, at yd ervægge er isoleret og beklædt 
indvendigt.  
I tilfælde som dette kan vi ikke afvise, at der allerede er opstået skade i forbindelse med forholdet, det kan 
være forhøjet fugt eller skimmeldannelse bag pladebeklædningen (hvor vi ikke kan se - eller måle det).  Skaden 
skal derfor anføres og karakteriseres som en RØD  skade.  
 
 
  
",615
NRGI ERFAblade," © NRGI  31 LOFTER/ETAGEADSKILLELSER    
    
 
  ",19
NRGI ERFAblade," © NRGI  32 INDVENDIGE TRAPPER    
    
 
  ",16
NRGI ERFAblade," © NRGI  33 Indvendige trapper  Dato:  02-12-2022  
Revision:  
    
Ved Sikkerhedsstyrelsens  seneste informationsmøde den 09.11.2022 kom der udmeldinger vedr. værn og 
håndlister på trapper internt i privat bolig.  
 
Disse udmeldinger har, for nogen, skabt tvivl om, hvorledes vi skal anfører skader vedr. forholdet.  
 
Indtil Sikkerhedsstyrelsen komm er med en mere præcis udmelding ift. forholdet , bedes I anfører skader og 
karakteriserer skaderne efter principper herunder.  
 
 Trappe | repose  | gangbro , hvor der mangler 
afskærmende værn (her er det ikke nok med en 
håndliste).  
 
SKADE – RØD : 
Trappe og re pose mangler afskærmende værn.  
RISIKO:  
Forholdet giver risiko for personskade.  
 
BEMÆRKNING:  
 
  
 Trappe, hvor der er væg på begge sider, men der 
mangler håndliste.  
 
SKADE – RØD : 
Der mangler håndliste ved trappe.  
RISIKO:  
Forholdet giver risiko for personskade.  
 
BEMÆRKNING:  
 
  
 
 
  
 
 
 
",345
NRGI ERFAblade," © NRGI  34  Stige /trappe til hems.  
Definitionen på en hems er at den højest er 4,5 m2. 
Hvis det er en hems på højest er 4,5 m2 er det ikke 
godkendt til beboelse, hvorfor vi ikke anføre det som 
en skade, hvis der mangler afskærmende værn på 
trappen/stigen.  
 
Der er ikke regler for, at hemse skal være forsynet 
med trappe eller værn, men den skal være 
hensigtsmæssig og sikker under hensyn til den 
tilsigtede brug. Det er dog altid en god idé at 
afskærme hemsen med et stabilt værn og lave sikre 
adgangsforhold af hensyn til faren for fald.  
 
Der skal laves en konkret vurdering på den 
pågældende ejendom, ud fra hemsen s udformning 
og tilsigtede brug, om der kan være forhold der giver 
risiko for personskade.  
 
OBS:  
Hvis hemsens areal er større end 4,5 m2, eller er 
adskilt fra  rummet med vægge, skal den betragtes 
som et beboelsesrum. I det tilfælde skal hemsen 
opfylde bygningsreglementets kr av til beboelsesrum, 
bl.a. i forhold til dagslys, redningsåbninger, flugtveje, 
ventilation og loftshøjde m.m.  
 
 
  
 I SIK Vejledning nr. 7  
”Hvad skal som udgangspunkt ikke registreres i en 
tilstandsrapport”  
Står der ” ingen gelænder eller håndlister, hvor dette 
ikke savnes ” 
Så vi har hele tiden, skulle anfører skader på 
manglende værn og håndlister, hvor dette savnes.  
 
 
  
 Herudover henvises til SBI 253, hvor følgende er 
beskrevet.  
 
 
 
 
 
 
 
",502
NRGI ERFAblade," © NRGI  35 VVS-INSTALLATIONER    
    
 
  ",15
NRGI ERFAblade," © NRGI  36 UNDTAGELSER / FORBEHOLD    
    
 
  ",19
NRGI ERFAblade," © NRGI  37 Undtagelse ifm. snedække  Dato:  XX-XX-XXXX  
Revision:  
    
 
 
Hvis der i vinterhalvåret ligger sne på eksempelvis tagflader, op ad soklen eller op ad facader, skal der laves 
undtagelser for de bygningsdele, som er dækket af sne og dermed ikke kan besigtige s. Omfanget og, hvor på 
ejendommen sneen ligger, skal beskrive s præcist i undtagelsen.  
 
✓ Lav undtagelser til de bygningsdele du ikke har kunnet besigtige forsvarligt  
o Beskriv årsagen  samt omfanget præcist i undtagelsen  
✓ Benyt kun ? (den sorte skade), hvis der er indikationer på, at der er skader på bygningsdelen  
o Begrun d din mistanke  
o Beskriv, hvad det konkret handler om  
 
Læs mere herom i Sikkerhedsstyrelsens vejledning 3 ” Registrering af ejendommens bygninger og undtagelser”  
 
Indimellem kommer vi ud for, at vi eksempelvis  skal lave en fornyelse af en tilstandsrapport, hvor der ved 
genbesigtigelsen er faldet sne. Hvis der er skader i den oprindelige rapport, som ikke kan ses ved 
genbesigtigelsen pga. snedække, bedes i forholde jer til forholdet  og altid spørger bygningsejer  om de 
pågældende skader er udbedret . 
 
En undtagelse i dette tilfælde kunne eksempelvis formuleres som herunder. Ring altid til KA -afdelingen, hvis  I er 
i tvivl , i det pågældende tilfælde.  
 
Undtagelse:  
Tagflader på litra A – beboelse er ikke besigtiget pg a. snedække.  
Der gøres opmærksom på, at ifl. tidligere tilstandsrapport af XX -XX-XXXX er der  en rød skade vedr. revnede 
tagplader og en gul skade vedr. defekt inddækning. Disse skader kunne ikke verificeres ved udførelsen af 
nærværende tilstandsrapport pga . snedække. En besigtigelse, efter sneen er væk, vil kunne afdække tagets 
tilstand.  
 
 
 
  
",598
